post_title,post_content,direccion,coordenada,tipoligia,agua,luz,cobertura,estado_conservacion,propiedad,ID,Excerpt,Image URL,Image Filename,Image Path,Image ID,Image Title,Image Caption,Image Description,Image Alt Text,Image Featured
Posada Prado Rey,Former royal hunting lodge converted into a guesthouse. It has a swimming pool and garden area.,,,,,,,,,4046,La Ventosilla,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Ventosilla3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Ventosilla1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Ventosilla2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Ventosilla4.jpg,Ventosilla3.jpg|Ventosilla1.jpg|Ventosilla2.jpg|Ventosilla4.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Ventosilla3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Ventosilla1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Ventosilla2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Ventosilla4.jpg,4053|4049|4051|4055,Ventosilla3|Ventosilla1|Ventosilla2|Ventosilla4,|||,|||,Finca Ventosilla|Finca Ventosilla|Finca Ventosilla|,https://burgosfilmcommission.org/wp-content/uploads/2021/04/Ventosilla3.jpg
Peñaranda Castle,Classic Castilian style building. It has several rooms and dining room.,,,,,,,,,4075,Santo Domingo de Silos,https://burgosfilmcommission.org/wp-content/uploads/2021/04/f00c67ea-63d1-4f5c-8e65-428b03d8fafd.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/555a616d-0716-4c40-b249-8474f3909582.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/94c19682-06bb-4aba-b954-f90b3ff79a0e.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/e7719c52-acaa-4a11-8422-ce4ee7f9fdff.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/8ff6773c-8210-4491-a993-db2dd2bd86cc.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/dji_fly_20230701_122750_881_1688207281922_photo_optimized.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/castillopenaranda.jpg,f00c67ea-63d1-4f5c-8e65-428b03d8fafd.jpg|555a616d-0716-4c40-b249-8474f3909582.jpg|94c19682-06bb-4aba-b954-f90b3ff79a0e.jpg|e7719c52-acaa-4a11-8422-ce4ee7f9fdff.jpg|8ff6773c-8210-4491-a993-db2dd2bd86cc.jpg|dji_fly_20230701_122750_881_1688207281922_photo_optimized.jpg|castillopenaranda.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/f00c67ea-63d1-4f5c-8e65-428b03d8fafd.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/555a616d-0716-4c40-b249-8474f3909582.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/94c19682-06bb-4aba-b954-f90b3ff79a0e.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/e7719c52-acaa-4a11-8422-ce4ee7f9fdff.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/8ff6773c-8210-4491-a993-db2dd2bd86cc.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/dji_fly_20230701_122750_881_1688207281922_photo_optimized.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/castillopenaranda.jpg,4142|4138|4140|4144|4146|8337|8339,Castillo de Peñaranda|555a616d-0716-4c40-b249-8474f3909582|94c19682-06bb-4aba-b954-f90b3ff79a0e|e7719c52-acaa-4a11-8422-ce4ee7f9fdff|8ff6773c-8210-4491-a993-db2dd2bd86cc|dji_fly_20230701_122750_881_1688207281922_photo_optimized|castillopenaranda,||||||,||||||,Castillo Peñaranda|Castillo Peñaranda|Castillo Peñaranda|Castillo Peñaranda|Castillo Peñaranda||,https://burgosfilmcommission.org/wp-content/uploads/2021/04/f00c67ea-63d1-4f5c-8e65-428b03d8fafd.jpg
Castillo de Peñaranda,"Castillo medieval de unos 150 metros de longitud, de los mejores conservados de España.",Peñaranda de Duero.,Coordenadas: 41º 41´ 25´´ N – 3º 28´ 53´´W,fortaleza medieval.,no.,sí.,sí.,bueno.,"gestión municipal, es necesario contacto previo para el acceso.",4076,Peñaranda de Duero,https://burgosfilmcommission.org/wp-content/uploads/2021/04/castillopenaranda.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/555a616d-0716-4c40-b249-8474f3909582.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/94c19682-06bb-4aba-b954-f90b3ff79a0e.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/f00c67ea-63d1-4f5c-8e65-428b03d8fafd.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/e7719c52-acaa-4a11-8422-ce4ee7f9fdff.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/8ff6773c-8210-4491-a993-db2dd2bd86cc.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/dji_fly_20230701_122750_881_1688207281922_photo_optimized.jpg,castillopenaranda.jpg|555a616d-0716-4c40-b249-8474f3909582.jpg|94c19682-06bb-4aba-b954-f90b3ff79a0e.jpg|f00c67ea-63d1-4f5c-8e65-428b03d8fafd.jpg|e7719c52-acaa-4a11-8422-ce4ee7f9fdff.jpg|8ff6773c-8210-4491-a993-db2dd2bd86cc.jpg|dji_fly_20230701_122750_881_1688207281922_photo_optimized.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/castillopenaranda.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/555a616d-0716-4c40-b249-8474f3909582.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/94c19682-06bb-4aba-b954-f90b3ff79a0e.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/f00c67ea-63d1-4f5c-8e65-428b03d8fafd.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/e7719c52-acaa-4a11-8422-ce4ee7f9fdff.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/8ff6773c-8210-4491-a993-db2dd2bd86cc.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/dji_fly_20230701_122750_881_1688207281922_photo_optimized.jpg,8338|4137|4139|4141|4143|4145|8336,castillopenaranda|Castillo Peñaranda|Castillo Peñaranda|Castillo Peñaranda|Castillo Peñaranda|Castillo Peñaranda|dji_fly_20230701_122750_881_1688207281922_photo_optimized,||||||,||||||,|Castillo Peñaranda|Castillo Peñaranda|Castillo Peñaranda|Castillo Peñaranda|Castillo Peñaranda|,https://burgosfilmcommission.org/wp-content/uploads/2021/04/castillopenaranda.jpg
Refugio de Costalago,"Refugio de monte de unos 80 metros cuadrados, situado en la pradera de Costalago, uno de los emplazamientos más emblemáticos del Parque Natural del Cañón del Río Lobos.",Hontoria del Pinar.,Coordenadas: 41º 48´ 42´´ N – 3º 10´ 31´´W,espacio natural.,no.,no.,sí.,medio.,"al ubicarse en una zona protegida, es necesario contacto previo con el Servicio Territorial de Medio Ambiente.",4185,Hontoria del Pinar,https://burgosfilmcommission.org/wp-content/uploads/2021/04/costalago1.jpg,costalago1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/costalago1.jpg,4187,Costalago,,,Costalago,https://burgosfilmcommission.org/wp-content/uploads/2021/04/costalago1.jpg
Costalago refuge,"Mountain refuge of about 80 square meters, located in the meadow of Costalago, one of the most emblematic sites of the Natural Park of the Cañón del Río Lobos.",,,,,,,,,4186,Hontoria del Pinar,https://burgosfilmcommission.org/wp-content/uploads/2021/04/costalago1.jpg,costalago1.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/costalago1.jpg,4188,costalago1,,,Costalago,https://burgosfilmcommission.org/wp-content/uploads/2021/04/costalago1.jpg
Ermita de Quemada,Ermita en honor a San Roque. Construcción de una sola planta con unos 150 metros cuadrados de superficie.,"C. San Roque, 12, 09454 Quemada.",Coordenadas: 41º 41 58´´ N – 3º 34´ 33´´W,construcción religiosa - civil.,sí.,sí.,sí.,bueno.,"municipal, es necesario contacto previo para el acceso.",4205,Quemada,https://burgosfilmcommission.org/wp-content/uploads/2021/04/43172124-b2bd-4b07-8b13-8da630d288f9.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/1fbba1bb-6613-4bd3-8e16-59e5d0745f63.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/7cf0775c-a3ab-4e13-877b-b55383426060.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/Ermmita-de-Quemada.jpg,43172124-b2bd-4b07-8b13-8da630d288f9.jpg|1fbba1bb-6613-4bd3-8e16-59e5d0745f63.jpg|7cf0775c-a3ab-4e13-877b-b55383426060.jpg|Ermmita-de-Quemada.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/43172124-b2bd-4b07-8b13-8da630d288f9.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/1fbba1bb-6613-4bd3-8e16-59e5d0745f63.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/7cf0775c-a3ab-4e13-877b-b55383426060.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/Ermmita-de-Quemada.jpg,4207|4209|4211|4213,Ermita de Quemada|Ermita de Quemada|Ermita de Quemada|Ermita de Quemada,|||,|||,Ermita de Quemada|Ermita de Quemada|Ermita de Quemada|Ermita de Quemada,https://burgosfilmcommission.org/wp-content/uploads/2021/04/43172124-b2bd-4b07-8b13-8da630d288f9.jpg
Quemada Hermitage,Hermitage in honor of San Roque. Construction of a single plant with about 150 square meters of surface.,,,,,,,,,4206,Quemada,https://burgosfilmcommission.org/wp-content/uploads/2021/04/43172124-b2bd-4b07-8b13-8da630d288f9.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/1fbba1bb-6613-4bd3-8e16-59e5d0745f63.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/7cf0775c-a3ab-4e13-877b-b55383426060.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/c9ebb86d-5cd2-49ec-b719-4df6bd689f3a.jpg,43172124-b2bd-4b07-8b13-8da630d288f9.jpg|1fbba1bb-6613-4bd3-8e16-59e5d0745f63.jpg|7cf0775c-a3ab-4e13-877b-b55383426060.jpg|c9ebb86d-5cd2-49ec-b719-4df6bd689f3a.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/43172124-b2bd-4b07-8b13-8da630d288f9.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/1fbba1bb-6613-4bd3-8e16-59e5d0745f63.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/7cf0775c-a3ab-4e13-877b-b55383426060.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/c9ebb86d-5cd2-49ec-b719-4df6bd689f3a.jpg,4208|4210|4212|4214,43172124-b2bd-4b07-8b13-8da630d288f9|1fbba1bb-6613-4bd3-8e16-59e5d0745f63|7cf0775c-a3ab-4e13-877b-b55383426060|c9ebb86d-5cd2-49ec-b719-4df6bd689f3a,|||,|||,Ermita de Quemada|Ermita de Quemada|Ermita de Quemada|Ermita de Quemada,https://burgosfilmcommission.org/wp-content/uploads/2021/04/43172124-b2bd-4b07-8b13-8da630d288f9.jpg
Estrecho de las Calzadas,Paisaje de gran riqueza geológica por la hendidura que provoca el río Ebro entre una formación de origen calcáreo.,Valle de Sedano.,Coordenadas: 42º 49´ 33´´ N – 3º 43´ 36´´W,espacio natural.,no potable.,no.,sí.,,"al estar en una zona protegida, es necesario contacto previo con el Servicio Territorial de Medio Ambiente. Afecta también a una carretera regional y a la Confederación Hidrográfica del Ebro.",4219,Valle de Sedano,https://burgosfilmcommission.org/wp-content/uploads/2021/04/calzadas4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/calzadas1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/calzadas2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/calzadas3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/calzadas5.jpg,calzadas4.jpg|calzadas1.jpg|calzadas2.jpg|calzadas3.jpg|calzadas5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/calzadas4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/calzadas1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/calzadas2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/calzadas3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/calzadas5.jpg,4227|4221|4223|4225|4229,Estrecho de las Calzadas|Estrecho de las Calzadas|Estrecho de las Calzadas|Estrecho de las Calzadas|Estrecho de las Calzadas,||||,||||,Estrecho de las Calzadas|Estrecho de las Calzadas|Estrecho de las Calzadas|Estrecho de las Calzadas|Estrecho de las Calzadas,https://burgosfilmcommission.org/wp-content/uploads/2021/04/calzadas4.jpg
Las Calzadas Strait,Landscape of great geological richness due to the cleft caused by the Ebro River between a formation of calcareous origin.,,,,,,,,,4220,Valle de Sedano,https://burgosfilmcommission.org/wp-content/uploads/2021/04/calzadas4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/calzadas1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/calzadas2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/calzadas3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/calzadas5.jpg,calzadas4.jpg|calzadas1.jpg|calzadas2.jpg|calzadas3.jpg|calzadas5.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/calzadas4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/calzadas1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/calzadas2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/calzadas3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/calzadas5.jpg,4228|4222|4224|4226|4230,calzadas4|calzadas1|calzadas2|calzadas3|calzadas5,||||,||||,Estrecho de las Calzadas|Estrecho de las Calzadas|Estrecho de las Calzadas|Estrecho de las Calzadas|Estrecho de las Calzadas,https://burgosfilmcommission.org/wp-content/uploads/2021/04/calzadas4.jpg
Restaurante en Huerta de Rey,Restaurante en el centro urbano de la localidad de Huerta de Rey. Completamente habilitado. Inactivo,"Calle Caridad 11, 09430 Huerta de Rey.",Coordenadas: 41º 50´ 21´´ N – 3º 20´ 50´´ W,construcción civil.,sí.,sí.,sí.,bueno.,"privada, es necesario contacto previo para el acceso.",4235,Huerta de Rey,https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta3-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/molino1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/molino2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/molino3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/molino4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/molino5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta1-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta2-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/tiendaSalas1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/tiendaSalas2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/tiendaSalas3.jpg,RestuaranteHuerta3-1.jpg|RestuaranteHuerta1.jpg|RestuaranteHuerta2.jpg|RestuaranteHuerta3.jpg|molino1.jpg|molino2.jpg|molino3.jpg|molino4.jpg|molino5.jpg|RestuaranteHuerta1-1.jpg|RestuaranteHuerta2-1.jpg|RestuaranteHuerta4.jpg|tiendaSalas1.jpg|tiendaSalas2.jpg|tiendaSalas3.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta3-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/molino1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/molino2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/molino3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/molino4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/molino5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta1-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta2-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/tiendaSalas1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/tiendaSalas2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/tiendaSalas3.jpg,4320|4295|4297|4299|4306|4308|4310|4312|4314|4316|4318|4322|4324|4326|4328,Restaurante Huerta|Restaurante Huerta|Restaurante Huerta|Restaurante Huerta|Molino|Molino|Molino|Molino|Molino|Restaurante Huerta|Restaurante Huerta|Restaurante Huerta|Salas de los Infantes|Salas de los Infantes|Salas de los Infantes,||||||||||||||,||||||||||||||,Restaurante Huerta|Restaurante Huerta|Restaurante Huerta|Restaurante Huerta|Molino|Molino|Molino|Molino|Molino|Restaurante Huerta|Restaurante Huerta|Restaurante Huerta|Salas de los Infantes|Salas de los Infantes|Salas de los Infantes,https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta3-1.jpg
Huerta de Rey Restaurant,Restaurant (town center). Full equipped. Inactive,,,,,,,,,4236,Quemada,https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta3-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/molino1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/molino2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/molino3.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/molino4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/molino5.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta1-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta2-1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta4.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/tiendaSalas1.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/tiendaSalas2.jpg|https://burgosfilmcommission.org/wp-content/uploads/2021/04/tiendaSalas3.jpg,RestuaranteHuerta3-1.jpg|RestuaranteHuerta1.jpg|RestuaranteHuerta2.jpg|RestuaranteHuerta3.jpg|molino1.jpg|molino2.jpg|molino3.jpg|molino4.jpg|molino5.jpg|RestuaranteHuerta1-1.jpg|RestuaranteHuerta2-1.jpg|RestuaranteHuerta4.jpg|tiendaSalas1.jpg|tiendaSalas2.jpg|tiendaSalas3.jpg,/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta3-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/molino1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/molino2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/molino3.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/molino4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/molino5.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta1-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta2-1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/RestuaranteHuerta4.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/tiendaSalas1.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/tiendaSalas2.jpg|/var/www/vhosts/burgosfilmcommission.org/httpdocs/wp-content/uploads/2021/04/tiendaSalas3.jpg,4321|4296|4298|4300|4307|4309|4311|4313|4315|4317|4319|4323|4325|4327|4329,RestuaranteHuerta3|RestuaranteHuerta1|RestuaranteHuerta2|RestuaranteHuerta3|molino1|molino2|molino3|molino4|molino5|RestuaranteHuerta1|RestuaranteHuerta2|RestuaranteHuerta4|tiendaSalas1|tiendaSalas2|tiendaSalas3,||||||||||||||,||||||||||||||,Restaurante Huerta|Restaurante Huerta|Restaurante Huerta|Restaurante Huerta|Molino|Molino|Molino|Molino|Molino|Restaurante Huerta|Restaurante Huerta|Restaurante Huerta|Salas de los Infantes|Salas de los Infantes|Huerta de Rey,https://burgosfilmcommission.org/wp-content/uploads/2021/04/RestuaranteHuerta3-1.jpg
